source_id,rel_type,target_id,properties
SEAT:D-AXFE-3K,HAD_WORK_ORDER,WO:WO-70063,{}
WO:WO-70063,REPORTED_FAULT,FC:F-25-2166,{}
WO:WO-70063,REPLACED_PART,PN:DA-PSU-5150,{}
WO:WO-70063,PERFORMED_AT,ST:MUC,{}
SEAT:D-AXFE-3A,HAD_WORK_ORDER,WO:WO-70059,{}
WO:WO-70059,REPORTED_FAULT,FC:F-25-2166,{}
WO:WO-70059,PERFORMED_AT,ST:JNB,{}
SEAT:D-AXFB-3K,HAD_WORK_ORDER,WO:WO-70087,{}
WO:WO-70087,REPORTED_FAULT,FC:F-23-3401,{}
WO:WO-70087,REPLACED_PART,PN:DA-HRN-7712,{}
WO:WO-70087,PERFORMED_AT,ST:SIN,{}
SEAT:D-AXFC-2K,HAD_WORK_ORDER,WO:WO-70096,{}
WO:WO-70096,REPORTED_FAULT,FC:F-25-2140,{}
WO:WO-70096,REPLACED_PART,PN:DA-IFE-9002,{}
WO:WO-70096,PERFORMED_AT,ST:JFK,{}
SEAT:D-AXFD-2K,HAD_WORK_ORDER,WO:WO-70002,{}
WO:WO-70002,REPORTED_FAULT,FC:F-25-2166,{}
WO:WO-70002,REPLACED_PART,PN:DA-IFE-9002,{}
WO:WO-70002,PERFORMED_AT,ST:HND,{}
SEAT:D-AXFA-4A,HAD_WORK_ORDER,WO:WO-70121,{}
WO:WO-70121,REPORTED_FAULT,FC:F-25-2140,{}
WO:WO-70121,REPLACED_PART,PN:DA-SCU-4410,{}
WO:WO-70121,PERFORMED_AT,ST:JNB,{}
SEAT:D-AXFC-3K,HAD_WORK_ORDER,WO:WO-70031,{}
WO:WO-70031,REPORTED_FAULT,FC:F-25-2166,{}
WO:WO-70031,REPLACED_PART,PN:DA-ACT-2205,{}
WO:WO-70031,PERFORMED_AT,ST:MUC,{}
SEAT:D-AXFC-3A,HAD_WORK_ORDER,WO:WO-70083,{}
WO:WO-70083,REPORTED_FAULT,FC:F-25-2140,{}
WO:WO-70083,REPLACED_PART,PN:DA-CSH-0450,{}
WO:WO-70083,PERFORMED_AT,ST:FRA,{}
SEAT:D-AXFB-1A,HAD_WORK_ORDER,WO:WO-70095,{}
WO:WO-70095,REPORTED_FAULT,FC:F-23-3401,{}
WO:WO-70095,PERFORMED_AT,ST:JFK,{}
SEAT:D-AXFE-4K,HAD_WORK_ORDER,WO:WO-70106,{}
WO:WO-70106,REPORTED_FAULT,FC:F-25-2166,{}
WO:WO-70106,REPLACED_PART,PN:DA-ACT-2205,{}
WO:WO-70106,PERFORMED_AT,ST:SIN,{}
SEAT:D-AXFC-4A,HAD_WORK_ORDER,WO:WO-70097,{}
WO:WO-70097,REPORTED_FAULT,FC:F-23-3401,{}
WO:WO-70097,PERFORMED_AT,ST:FRA,{}
SEAT:D-AXFA-4A,HAD_WORK_ORDER,WO:WO-70025,{}
WO:WO-70025,REPORTED_FAULT,FC:F-25-2140,{}
WO:WO-70025,REPLACED_PART,PN:DA-CSH-0450,{}
WO:WO-70025,PERFORMED_AT,ST:GRU,{}
SEAT:D-AXFF-3A,HAD_WORK_ORDER,WO:WO-70009,{}
WO:WO-70009,REPORTED_FAULT,FC:F-25-2140,{}
WO:WO-70009,REPLACED_PART,PN:DA-SCU-4410,{}
WO:WO-70009,PERFORMED_AT,ST:FRA,{}
SEAT:D-AXFC-1K,HAD_WORK_ORDER,WO:WO-70099,{}
WO:WO-70099,REPORTED_FAULT,FC:F-25-2101,{}
WO:WO-70099,REPLACED_PART,PN:DA-CSH-0450,{}
WO:WO-70099,PERFORMED_AT,ST:MUC,{}
SEAT:D-AXFF-2K,HAD_WORK_ORDER,WO:WO-70117,{}
WO:WO-70117,REPORTED_FAULT,FC:F-25-2166,{}
WO:WO-70117,PERFORMED_AT,ST:JNB,{}
SEAT:D-AXFF-1A,HAD_WORK_ORDER,WO:WO-70010,{}
WO:WO-70010,REPORTED_FAULT,FC:F-25-2101,{}
WO:WO-70010,REPLACED_PART,PN:DA-IFE-9002,{}
WO:WO-70010,PERFORMED_AT,ST:FRA,{}
SEAT:D-AXFE-4K,HAD_WORK_ORDER,WO:WO-70007,{}
WO:WO-70007,REPORTED_FAULT,FC:F-25-2140,{}
WO:WO-70007,REPLACED_PART,PN:DA-IFE-9002,{}
WO:WO-70007,PERFORMED_AT,ST:SIN,{}
SEAT:D-AXFD-1A,HAD_WORK_ORDER,WO:WO-70024,{}
WO:WO-70024,REPORTED_FAULT,FC:F-23-3401,{}
WO:WO-70024,REPLACED_PART,PN:DA-HRN-7712,{}
WO:WO-70024,PERFORMED_AT,ST:FRA,{}
SEAT:D-AXFA-1A,HAD_WORK_ORDER,WO:WO-70065,{}
WO:WO-70065,REPORTED_FAULT,FC:F-25-2101,{}
WO:WO-70065,REPLACED_PART,PN:DA-ACT-2205,{}
WO:WO-70065,PERFORMED_AT,ST:JFK,{}
SEAT:D-AXFD-4A,HAD_WORK_ORDER,WO:WO-70115,{}
WO:WO-70115,REPORTED_FAULT,FC:F-23-3401,{}
WO:WO-70115,PERFORMED_AT,ST:HND,{}
SEAT:D-AXFA-3A,HAD_WORK_ORDER,WO:WO-70129,{}
WO:WO-70129,REPORTED_FAULT,FC:F-23-3401,{}
WO:WO-70129,REPLACED_PART,PN:DA-CSH-0450,{}
WO:WO-70129,PERFORMED_AT,ST:JFK,{}
SEAT:D-AXFC-4K,HAD_WORK_ORDER,WO:WO-70052,{}
WO:WO-70052,REPORTED_FAULT,FC:F-25-2188,{}
WO:WO-70052,REPLACED_PART,PN:DA-ACT-2201,{}
WO:WO-70052,PERFORMED_AT,ST:JNB,{}
SEAT:D-AXFC-2A,HAD_WORK_ORDER,WO:WO-70012,{}
WO:WO-70012,REPORTED_FAULT,FC:F-23-3401,{}
WO:WO-70012,REPLACED_PART,PN:DA-HRN-7712,{}
WO:WO-70012,PERFORMED_AT,ST:SIN,{}
SEAT:D-AXFC-3A,HAD_WORK_ORDER,WO:WO-70118,{}
WO:WO-70118,REPORTED_FAULT,FC:F-23-3401,{}
WO:WO-70118,REPLACED_PART,PN:DA-IFE-9002,{}
WO:WO-70118,PERFORMED_AT,ST:JFK,{}
SEAT:D-AXFE-1A,HAD_WORK_ORDER,WO:WO-70105,{}
WO:WO-70105,REPORTED_FAULT,FC:F-25-2166,{}
WO:WO-70105,REPLACED_PART,PN:DA-HRN-7712,{}
WO:WO-70105,PERFORMED_AT,ST:MUC,{}
SEAT:D-AXFB-4A,HAD_WORK_ORDER,WO:WO-70092,{}
WO:WO-70092,REPORTED_FAULT,FC:F-23-3401,{}
WO:WO-70092,REPLACED_PART,PN:DA-CON-3390,{}
WO:WO-70092,PERFORMED_AT,ST:MUC,{}
SEAT:D-AXFB-2A,HAD_WORK_ORDER,WO:WO-70135,{}
WO:WO-70135,REPORTED_FAULT,FC:F-25-2101,{}
WO:WO-70135,REPLACED_PART,PN:DA-PSU-5150,{}
WO:WO-70135,PERFORMED_AT,ST:MUC,{}
SEAT:D-AXFD-1A,HAD_WORK_ORDER,WO:WO-70005,{}
WO:WO-70005,REPORTED_FAULT,FC:F-23-3401,{}
WO:WO-70005,REPLACED_PART,PN:DA-ACT-2201,{}
WO:WO-70005,PERFORMED_AT,ST:MUC,{}
SEAT:D-AXFD-3A,HAD_WORK_ORDER,WO:WO-70034,{}
WO:WO-70034,REPORTED_FAULT,FC:F-25-2188,{}
WO:WO-70034,REPLACED_PART,PN:DA-ACT-2201,{}
WO:WO-70034,PERFORMED_AT,ST:MUC,{}
SEAT:D-AXFD-3K,HAD_WORK_ORDER,WO:WO-70021,{}
WO:WO-70021,REPORTED_FAULT,FC:F-23-3401,{}
WO:WO-70021,REPLACED_PART,PN:DA-PSU-5150,{}
WO:WO-70021,PERFORMED_AT,ST:JNB,{}
SEAT:D-AXFE-3K,HAD_WORK_ORDER,WO:WO-70071,{}
WO:WO-70071,REPORTED_FAULT,FC:F-25-2101,{}
WO:WO-70071,PERFORMED_AT,ST:HND,{}
SEAT:D-AXFC-3A,HAD_WORK_ORDER,WO:WO-70090,{}
WO:WO-70090,REPORTED_FAULT,FC:F-25-2101,{}
WO:WO-70090,PERFORMED_AT,ST:JNB,{}
SEAT:D-AXFC-3K,HAD_WORK_ORDER,WO:WO-70100,{}
WO:WO-70100,REPORTED_FAULT,FC:F-25-2166,{}
WO:WO-70100,REPLACED_PART,PN:DA-SCU-4410,{}
WO:WO-70100,PERFORMED_AT,ST:JFK,{}
SEAT:D-AXFB-1A,HAD_WORK_ORDER,WO:WO-70137,{}
WO:WO-70137,REPORTED_FAULT,FC:F-25-2140,{}
WO:WO-70137,REPLACED_PART,PN:DA-SCU-4410,{}
WO:WO-70137,PERFORMED_AT,ST:HND,{}
SEAT:D-AXFA-1K,HAD_WORK_ORDER,WO:WO-70111,{}
WO:WO-70111,REPORTED_FAULT,FC:F-25-2166,{}
WO:WO-70111,REPLACED_PART,PN:DA-PSU-5150,{}
WO:WO-70111,PERFORMED_AT,ST:GRU,{}
SEAT:D-AXFA-4A,HAD_WORK_ORDER,WO:WO-70066,{}
WO:WO-70066,REPORTED_FAULT,FC:F-25-2188,{}
WO:WO-70066,REPLACED_PART,PN:DA-CSH-0450,{}
WO:WO-70066,PERFORMED_AT,ST:GRU,{}
SEAT:D-AXFA-3A,HAD_WORK_ORDER,WO:WO-70019,{}
WO:WO-70019,REPORTED_FAULT,FC:F-25-2166,{}
WO:WO-70019,REPLACED_PART,PN:DA-DIV-1180,{}
WO:WO-70019,PERFORMED_AT,ST:SIN,{}
SEAT:D-AXFC-1A,HAD_WORK_ORDER,WO:WO-70131,{}
WO:WO-70131,REPORTED_FAULT,FC:F-23-3401,{}
WO:WO-70131,REPLACED_PART,PN:DA-CON-3390,{}
WO:WO-70131,PERFORMED_AT,ST:JFK,{}
SEAT:D-AXFE-3A,HAD_WORK_ORDER,WO:WO-70136,{}
WO:WO-70136,REPORTED_FAULT,FC:F-25-2166,{}
WO:WO-70136,PERFORMED_AT,ST:GRU,{}
SEAT:D-AXFA-4K,HAD_WORK_ORDER,WO:WO-70008,{}
WO:WO-70008,REPORTED_FAULT,FC:F-25-2101,{}
WO:WO-70008,PERFORMED_AT,ST:MUC,{}
SEAT:D-AXFA-3A,HAD_WORK_ORDER,WO:WO-70041,{}
WO:WO-70041,REPORTED_FAULT,FC:F-25-2101,{}
WO:WO-70041,REPLACED_PART,PN:DA-PSU-5150,{}
WO:WO-70041,PERFORMED_AT,ST:FRA,{}
SEAT:D-AXFA-4A,HAD_WORK_ORDER,WO:WO-70050,{}
WO:WO-70050,REPORTED_FAULT,FC:F-23-3401,{}
WO:WO-70050,PERFORMED_AT,ST:JNB,{}
SEAT:D-AXFA-3A,HAD_WORK_ORDER,WO:WO-70081,{}
WO:WO-70081,REPORTED_FAULT,FC:F-25-2188,{}
WO:WO-70081,PERFORMED_AT,ST:JFK,{}
SEAT:D-AXFF-3K,HAD_WORK_ORDER,WO:WO-70043,{}
WO:WO-70043,REPORTED_FAULT,FC:F-23-3401,{}
WO:WO-70043,PERFORMED_AT,ST:MUC,{}
SEAT:D-AXFF-3A,HAD_WORK_ORDER,WO:WO-70093,{}
WO:WO-70093,REPORTED_FAULT,FC:F-25-2188,{}
WO:WO-70093,REPLACED_PART,PN:DA-CON-3390,{}
WO:WO-70093,PERFORMED_AT,ST:JNB,{}
SEAT:D-AXFD-2A,HAD_WORK_ORDER,WO:WO-70004,{}
WO:WO-70004,REPORTED_FAULT,FC:F-25-2166,{}
WO:WO-70004,REPLACED_PART,PN:DA-PSU-5150,{}
WO:WO-70004,PERFORMED_AT,ST:MUC,{}
SEAT:D-AXFB-3K,HAD_WORK_ORDER,WO:WO-70045,{}
WO:WO-70045,REPORTED_FAULT,FC:F-25-2188,{}
WO:WO-70045,REPLACED_PART,PN:DA-SCU-4410,{}
WO:WO-70045,PERFORMED_AT,ST:FRA,{}
SEAT:D-AXFC-3K,HAD_WORK_ORDER,WO:WO-70110,{}
WO:WO-70110,REPORTED_FAULT,FC:F-25-2166,{}
WO:WO-70110,REPLACED_PART,PN:DA-PSU-5150,{}
WO:WO-70110,PERFORMED_AT,ST:GRU,{}
SEAT:D-AXFC-2K,HAD_WORK_ORDER,WO:WO-70084,{}
WO:WO-70084,REPORTED_FAULT,FC:F-25-2101,{}
WO:WO-70084,REPLACED_PART,PN:DA-HRN-7712,{}
WO:WO-70084,PERFORMED_AT,ST:FRA,{}
SEAT:D-AXFF-1A,HAD_WORK_ORDER,WO:WO-70102,{}
WO:WO-70102,REPORTED_FAULT,FC:F-25-2188,{}
WO:WO-70102,REPLACED_PART,PN:DA-PSU-5150,{}
WO:WO-70102,PERFORMED_AT,ST:GRU,{}
SEAT:D-AXFD-4A,HAD_WORK_ORDER,WO:WO-70120,{}
WO:WO-70120,REPORTED_FAULT,FC:F-25-2166,{}
WO:WO-70120,PERFORMED_AT,ST:SIN,{}
SEAT:D-AXFA-3K,HAD_WORK_ORDER,WO:WO-70029,{}
WO:WO-70029,REPORTED_FAULT,FC:F-25-2166,{}
WO:WO-70029,PERFORMED_AT,ST:FRA,{}
SEAT:D-AXFC-4K,HAD_WORK_ORDER,WO:WO-70044,{}
WO:WO-70044,REPORTED_FAULT,FC:F-25-2101,{}
WO:WO-70044,REPLACED_PART,PN:DA-SCU-4410,{}
WO:WO-70044,PERFORMED_AT,ST:SIN,{}
SEAT:D-AXFF-3K,HAD_WORK_ORDER,WO:WO-70020,{}
WO:WO-70020,REPORTED_FAULT,FC:F-25-2188,{}
WO:WO-70020,REPLACED_PART,PN:DA-ACT-2201,{}
WO:WO-70020,PERFORMED_AT,ST:MUC,{}
SEAT:D-AXFB-2K,HAD_WORK_ORDER,WO:WO-70073,{}
WO:WO-70073,REPORTED_FAULT,FC:F-25-2166,{}
WO:WO-70073,PERFORMED_AT,ST:JFK,{}
SEAT:D-AXFF-1K,HAD_WORK_ORDER,WO:WO-70127,{}
WO:WO-70127,REPORTED_FAULT,FC:F-25-2188,{}
WO:WO-70127,PERFORMED_AT,ST:SIN,{}
SEAT:D-AXFB-1K,HAD_WORK_ORDER,WO:WO-70108,{}
WO:WO-70108,REPORTED_FAULT,FC:F-25-2140,{}
WO:WO-70108,REPLACED_PART,PN:DA-SCU-4410,{}
WO:WO-70108,PERFORMED_AT,ST:HND,{}
SEAT:D-AXFD-2K,HAD_WORK_ORDER,WO:WO-70113,{}
WO:WO-70113,REPORTED_FAULT,FC:F-25-2188,{}
WO:WO-70113,REPLACED_PART,PN:DA-HRN-7712,{}
WO:WO-70113,PERFORMED_AT,ST:HND,{}
SEAT:D-AXFE-3K,HAD_WORK_ORDER,WO:WO-70030,{}
WO:WO-70030,REPORTED_FAULT,FC:F-23-3401,{}
WO:WO-70030,REPLACED_PART,PN:DA-ACT-2201,{}
WO:WO-70030,PERFORMED_AT,ST:HND,{}
SEAT:D-AXFD-4K,HAD_WORK_ORDER,WO:WO-70140,{}
WO:WO-70140,REPORTED_FAULT,FC:F-25-2166,{}
WO:WO-70140,REPLACED_PART,PN:DA-HRN-7712,{}
WO:WO-70140,PERFORMED_AT,ST:MUC,{}
SEAT:D-AXFE-3A,HAD_WORK_ORDER,WO:WO-70122,{}
WO:WO-70122,REPORTED_FAULT,FC:F-25-2101,{}
WO:WO-70122,REPLACED_PART,PN:DA-CON-3390,{}
WO:WO-70122,PERFORMED_AT,ST:SIN,{}
SEAT:D-AXFA-3A,HAD_WORK_ORDER,WO:WO-70042,{}
WO:WO-70042,REPORTED_FAULT,FC:F-23-3401,{}
WO:WO-70042,PERFORMED_AT,ST:SIN,{}
SEAT:D-AXFC-1K,HAD_WORK_ORDER,WO:WO-70098,{}
WO:WO-70098,REPORTED_FAULT,FC:F-23-3401,{}
WO:WO-70098,REPLACED_PART,PN:DA-CSH-0450,{}
WO:WO-70098,PERFORMED_AT,ST:MUC,{}
SEAT:D-AXFD-3A,HAD_WORK_ORDER,WO:WO-70085,{}
WO:WO-70085,REPORTED_FAULT,FC:F-23-3401,{}
WO:WO-70085,REPLACED_PART,PN:DA-CSH-0450,{}
WO:WO-70085,PERFORMED_AT,ST:MUC,{}
SEAT:D-AXFF-3A,HAD_WORK_ORDER,WO:WO-70017,{}
WO:WO-70017,REPORTED_FAULT,FC:F-25-2188,{}
WO:WO-70017,REPLACED_PART,PN:DA-CSH-0450,{}
WO:WO-70017,PERFORMED_AT,ST:JFK,{}
SEAT:D-AXFB-1K,HAD_WORK_ORDER,WO:WO-70006,{}
WO:WO-70006,REPORTED_FAULT,FC:F-25-2166,{}
WO:WO-70006,PERFORMED_AT,ST:HND,{}
SEAT:D-AXFA-4K,HAD_WORK_ORDER,WO:WO-70104,{}
WO:WO-70104,REPORTED_FAULT,FC:F-23-3401,{}
WO:WO-70104,REPLACED_PART,PN:DA-SCU-4410,{}
WO:WO-70104,PERFORMED_AT,ST:JNB,{}
SEAT:D-AXFF-4A,HAD_WORK_ORDER,WO:WO-70062,{}
WO:WO-70062,REPORTED_FAULT,FC:F-25-2101,{}
WO:WO-70062,PERFORMED_AT,ST:JFK,{}
SEAT:D-AXFF-2K,HAD_WORK_ORDER,WO:WO-70101,{}
WO:WO-70101,REPORTED_FAULT,FC:F-25-2140,{}
WO:WO-70101,REPLACED_PART,PN:DA-SCU-4410,{}
WO:WO-70101,PERFORMED_AT,ST:MUC,{}
SEAT:D-AXFA-1K,HAD_WORK_ORDER,WO:WO-70068,{}
WO:WO-70068,REPORTED_FAULT,FC:F-25-2166,{}
WO:WO-70068,REPLACED_PART,PN:DA-CON-3390,{}
WO:WO-70068,PERFORMED_AT,ST:GRU,{}
SEAT:D-AXFA-3K,HAD_WORK_ORDER,WO:WO-70047,{}
WO:WO-70047,REPORTED_FAULT,FC:F-25-2188,{}
WO:WO-70047,REPLACED_PART,PN:DA-ACT-2205,{}
WO:WO-70047,PERFORMED_AT,ST:JFK,{}
SEAT:D-AXFD-1K,HAD_WORK_ORDER,WO:WO-70124,{}
WO:WO-70124,REPORTED_FAULT,FC:F-23-3401,{}
WO:WO-70124,REPLACED_PART,PN:DA-CON-3390,{}
WO:WO-70124,PERFORMED_AT,ST:JFK,{}
SEAT:D-AXFE-4K,HAD_WORK_ORDER,WO:WO-70088,{}
WO:WO-70088,REPORTED_FAULT,FC:F-25-2166,{}
WO:WO-70088,REPLACED_PART,PN:DA-SCU-4410,{}
WO:WO-70088,PERFORMED_AT,ST:FRA,{}
SEAT:D-AXFC-3K,HAD_WORK_ORDER,WO:WO-70036,{}
WO:WO-70036,REPORTED_FAULT,FC:F-25-2140,{}
WO:WO-70036,REPLACED_PART,PN:DA-CON-3390,{}
WO:WO-70036,PERFORMED_AT,ST:FRA,{}
SEAT:D-AXFD-1K,HAD_WORK_ORDER,WO:WO-70109,{}
WO:WO-70109,REPORTED_FAULT,FC:F-25-2166,{}
WO:WO-70109,REPLACED_PART,PN:DA-SCU-4410,{}
WO:WO-70109,PERFORMED_AT,ST:JNB,{}
SEAT:D-AXFB-4K,HAD_WORK_ORDER,WO:WO-70064,{}
WO:WO-70064,REPORTED_FAULT,FC:F-25-2140,{}
WO:WO-70064,PERFORMED_AT,ST:JNB,{}
SEAT:D-AXFA-2K,HAD_WORK_ORDER,WO:WO-70033,{}
WO:WO-70033,REPORTED_FAULT,FC:F-25-2166,{}
WO:WO-70033,REPLACED_PART,PN:DA-IFE-9002,{}
WO:WO-70033,PERFORMED_AT,ST:MUC,{}
SEAT:D-AXFB-3K,HAD_WORK_ORDER,WO:WO-70028,{}
WO:WO-70028,REPORTED_FAULT,FC:F-25-2166,{}
WO:WO-70028,REPLACED_PART,PN:DA-PSU-5150,{}
WO:WO-70028,PERFORMED_AT,ST:JNB,{}
SEAT:D-AXFB-2K,HAD_WORK_ORDER,WO:WO-70077,{}
WO:WO-70077,REPORTED_FAULT,FC:F-25-2166,{}
WO:WO-70077,REPLACED_PART,PN:DA-SCU-4410,{}
WO:WO-70077,PERFORMED_AT,ST:FRA,{}
SEAT:D-AXFA-3K,HAD_WORK_ORDER,WO:WO-70089,{}
WO:WO-70089,REPORTED_FAULT,FC:F-25-2166,{}
WO:WO-70089,REPLACED_PART,PN:DA-PSU-5150,{}
WO:WO-70089,PERFORMED_AT,ST:FRA,{}
SEAT:D-AXFB-1A,HAD_WORK_ORDER,WO:WO-70094,{}
WO:WO-70094,REPORTED_FAULT,FC:F-25-2166,{}
WO:WO-70094,REPLACED_PART,PN:DA-PSU-5150,{}
WO:WO-70094,PERFORMED_AT,ST:SIN,{}
SEAT:D-AXFA-1K,HAD_WORK_ORDER,WO:WO-70082,{}
WO:WO-70082,REPORTED_FAULT,FC:F-25-2140,{}
WO:WO-70082,REPLACED_PART,PN:DA-ACT-2201,{}
WO:WO-70082,PERFORMED_AT,ST:FRA,{}
SEAT:D-AXFF-1K,HAD_WORK_ORDER,WO:WO-70014,{}
WO:WO-70014,REPORTED_FAULT,FC:F-23-3401,{}
WO:WO-70014,REPLACED_PART,PN:DA-PSU-5150,{}
WO:WO-70014,PERFORMED_AT,ST:SIN,{}
SEAT:D-AXFD-2A,HAD_WORK_ORDER,WO:WO-70038,{}
WO:WO-70038,REPORTED_FAULT,FC:F-25-2166,{}
WO:WO-70038,REPLACED_PART,PN:DA-HRN-7712,{}
WO:WO-70038,PERFORMED_AT,ST:GRU,{}
SEAT:D-AXFF-4A,HAD_WORK_ORDER,WO:WO-70023,{}
WO:WO-70023,REPORTED_FAULT,FC:F-25-2140,{}
WO:WO-70023,PERFORMED_AT,ST:SIN,{}
SEAT:D-AXFA-2A,HAD_WORK_ORDER,WO:WO-70061,{}
WO:WO-70061,REPORTED_FAULT,FC:F-25-2101,{}
WO:WO-70061,REPLACED_PART,PN:DA-CSH-0450,{}
WO:WO-70061,PERFORMED_AT,ST:FRA,{}
SEAT:D-AXFF-3K,HAD_WORK_ORDER,WO:WO-70011,{}
WO:WO-70011,REPORTED_FAULT,FC:F-25-2140,{}
WO:WO-70011,REPLACED_PART,PN:DA-IFE-9002,{}
WO:WO-70011,PERFORMED_AT,ST:MUC,{}
SEAT:D-AXFB-4K,HAD_WORK_ORDER,WO:WO-70107,{}
WO:WO-70107,REPORTED_FAULT,FC:F-23-3401,{}
WO:WO-70107,REPLACED_PART,PN:DA-PSU-5150,{}
WO:WO-70107,PERFORMED_AT,ST:JNB,{}
SEAT:D-AXFE-2A,HAD_WORK_ORDER,WO:WO-70060,{}
WO:WO-70060,REPORTED_FAULT,FC:F-25-2140,{}
WO:WO-70060,REPLACED_PART,PN:DA-PSU-5150,{}
WO:WO-70060,PERFORMED_AT,ST:JNB,{}
SEAT:D-AXFE-4K,HAD_WORK_ORDER,WO:WO-70139,{}
WO:WO-70139,REPORTED_FAULT,FC:F-25-2166,{}
WO:WO-70139,PERFORMED_AT,ST:FRA,{}
SEAT:D-AXFA-2A,HAD_WORK_ORDER,WO:WO-70049,{}
WO:WO-70049,REPORTED_FAULT,FC:F-25-2140,{}
WO:WO-70049,PERFORMED_AT,ST:JFK,{}
SEAT:D-AXFB-1K,HAD_WORK_ORDER,WO:WO-70054,{}
WO:WO-70054,REPORTED_FAULT,FC:F-25-2188,{}
WO:WO-70054,PERFORMED_AT,ST:HND,{}
SEAT:D-AXFE-1A,HAD_WORK_ORDER,WO:WO-70075,{}
WO:WO-70075,REPORTED_FAULT,FC:F-25-2101,{}
WO:WO-70075,REPLACED_PART,PN:DA-HRN-7712,{}
WO:WO-70075,PERFORMED_AT,ST:HND,{}
SEAT:D-AXFC-1A,HAD_WORK_ORDER,WO:WO-70016,{}
WO:WO-70016,REPORTED_FAULT,FC:F-25-2101,{}
WO:WO-70016,REPLACED_PART,PN:DA-SCU-4410,{}
WO:WO-70016,PERFORMED_AT,ST:FRA,{}
SEAT:D-AXFA-2K,HAD_WORK_ORDER,WO:WO-70138,{}
WO:WO-70138,REPORTED_FAULT,FC:F-25-2166,{}
WO:WO-70138,REPLACED_PART,PN:DA-DIV-1180,{}
WO:WO-70138,PERFORMED_AT,ST:JNB,{}
SEAT:D-AXFA-4A,HAD_WORK_ORDER,WO:WO-70076,{}
WO:WO-70076,REPORTED_FAULT,FC:F-25-2101,{}
WO:WO-70076,REPLACED_PART,PN:DA-ACT-2205,{}
WO:WO-70076,PERFORMED_AT,ST:JNB,{}
SEAT:D-AXFA-4K,HAD_WORK_ORDER,WO:WO-70126,{}
WO:WO-70126,REPORTED_FAULT,FC:F-25-2101,{}
WO:WO-70126,REPLACED_PART,PN:DA-SCU-4410,{}
WO:WO-70126,PERFORMED_AT,ST:JNB,{}
SEAT:D-AXFE-1A,HAD_WORK_ORDER,WO:WO-70053,{}
WO:WO-70053,REPORTED_FAULT,FC:F-23-3401,{}
WO:WO-70053,PERFORMED_AT,ST:SIN,{}
SEAT:D-AXFB-3A,HAD_WORK_ORDER,WO:WO-70134,{}
WO:WO-70134,REPORTED_FAULT,FC:F-25-2101,{}
WO:WO-70134,REPLACED_PART,PN:DA-ACT-2201,{}
WO:WO-70134,PERFORMED_AT,ST:MUC,{}
SEAT:D-AXFE-3K,HAD_WORK_ORDER,WO:WO-70035,{}
WO:WO-70035,REPORTED_FAULT,FC:F-23-3401,{}
WO:WO-70035,PERFORMED_AT,ST:JFK,{}
SEAT:D-AXFD-3K,HAD_WORK_ORDER,WO:WO-70080,{}
WO:WO-70080,REPORTED_FAULT,FC:F-25-2188,{}
WO:WO-70080,PERFORMED_AT,ST:HND,{}
SEAT:D-AXFB-3K,HAD_WORK_ORDER,WO:WO-70086,{}
WO:WO-70086,REPORTED_FAULT,FC:F-25-2188,{}
WO:WO-70086,REPLACED_PART,PN:DA-CON-3390,{}
WO:WO-70086,PERFORMED_AT,ST:GRU,{}
SEAT:D-AXFD-4K,HAD_WORK_ORDER,WO:WO-70070,{}
WO:WO-70070,REPORTED_FAULT,FC:F-25-2101,{}
WO:WO-70070,PERFORMED_AT,ST:SIN,{}
SEAT:D-AXFB-3A,HAD_WORK_ORDER,WO:WO-70114,{}
WO:WO-70114,REPORTED_FAULT,FC:F-25-2101,{}
WO:WO-70114,PERFORMED_AT,ST:JFK,{}
SEAT:D-AXFD-3A,HAD_WORK_ORDER,WO:WO-70027,{}
WO:WO-70027,REPORTED_FAULT,FC:F-25-2140,{}
WO:WO-70027,REPLACED_PART,PN:DA-ACT-2201,{}
WO:WO-70027,PERFORMED_AT,ST:FRA,{}
SEAT:D-AXFE-4K,HAD_WORK_ORDER,WO:WO-70069,{}
WO:WO-70069,REPORTED_FAULT,FC:F-25-2166,{}
WO:WO-70069,REPLACED_PART,PN:DA-IFE-9002,{}
WO:WO-70069,PERFORMED_AT,ST:FRA,{}
SEAT:D-AXFB-3K,HAD_WORK_ORDER,WO:WO-70128,{}
WO:WO-70128,REPORTED_FAULT,FC:F-25-2140,{}
WO:WO-70128,REPLACED_PART,PN:DA-ACT-2205,{}
WO:WO-70128,PERFORMED_AT,ST:GRU,{}
SEAT:D-AXFD-3K,HAD_WORK_ORDER,WO:WO-70074,{}
WO:WO-70074,REPORTED_FAULT,FC:F-25-2166,{}
WO:WO-70074,REPLACED_PART,PN:DA-IFE-9002,{}
WO:WO-70074,PERFORMED_AT,ST:JFK,{}
SEAT:D-AXFC-3A,HAD_WORK_ORDER,WO:WO-70046,{}
WO:WO-70046,REPORTED_FAULT,FC:F-23-3401,{}
WO:WO-70046,REPLACED_PART,PN:DA-PSU-5150,{}
WO:WO-70046,PERFORMED_AT,ST:JNB,{}
SEAT:D-AXFF-4K,HAD_WORK_ORDER,WO:WO-70018,{}
WO:WO-70018,REPORTED_FAULT,FC:F-23-3401,{}
WO:WO-70018,REPLACED_PART,PN:DA-HRN-7712,{}
WO:WO-70018,PERFORMED_AT,ST:JFK,{}
