node_id,label,properties
WO:WO-70005,WorkOrder,"{""work_order_id"": ""WO-70005"", ""outcome"": ""CONFIRMED_FAULT"", ""opened_at"": ""2025-03-04T04:00:00Z"", ""station"": ""MUC"", ""cost_eur"": 3800, ""action"": ""Functional test only, no defect found""}"
WO:WO-70034,WorkOrder,"{""work_order_id"": ""WO-70034"", ""outcome"": ""CONFIRMED_FAULT"", ""opened_at"": ""2025-03-04T10:00:00Z"", ""station"": ""MUC"", ""cost_eur"": 23800, ""action"": ""Harness segment replaced""}"
WO:WO-70021,WorkOrder,"{""work_order_id"": ""WO-70021"", ""outcome"": ""CONFIRMED_FAULT"", ""opened_at"": ""2025-03-12T06:00:00Z"", ""station"": ""JNB"", ""cost_eur"": 3800, ""action"": ""Connector re-seated and locked""}"
WO:WO-70071,WorkOrder,"{""work_order_id"": ""WO-70071"", ""outcome"": ""CONFIRMED_FAULT"", ""opened_at"": ""2025-03-16T13:00:00Z"", ""station"": ""HND"", ""cost_eur"": 10000, ""action"": ""Connector re-seated and locked""}"
WO:WO-70090,WorkOrder,"{""work_order_id"": ""WO-70090"", ""outcome"": ""CONFIRMED_FAULT"", ""opened_at"": ""2025-04-08T08:00:00Z"", ""station"": ""JNB"", ""cost_eur"": 30000, ""action"": ""Connector re-seated and locked""}"
WO:WO-70100,WorkOrder,"{""work_order_id"": ""WO-70100"", ""outcome"": ""CONFIRMED_FAULT"", ""opened_at"": ""2025-04-18T10:00:00Z"", ""station"": ""JFK"", ""cost_eur"": 3800, ""action"": ""Software reload""}"
WO:WO-70137,WorkOrder,"{""work_order_id"": ""WO-70137"", ""outcome"": ""NFF"", ""opened_at"": ""2025-04-21T01:00:00Z"", ""station"": ""HND"", ""cost_eur"": 35250, ""action"": ""Harness segment replaced""}"
WO:WO-70111,WorkOrder,"{""work_order_id"": ""WO-70111"", ""outcome"": ""CONFIRMED_FAULT"", ""opened_at"": ""2025-04-21T19:00:00Z"", ""station"": ""GRU"", ""cost_eur"": 3800, ""action"": ""Component replaced""}"
WO:WO-70066,WorkOrder,"{""work_order_id"": ""WO-70066"", ""outcome"": ""CONFIRMED_FAULT"", ""opened_at"": ""2025-04-23T23:00:00Z"", ""station"": ""GRU"", ""cost_eur"": 13800, ""action"": ""Cleaning and lubrication""}"
WO:WO-70019,WorkOrder,"{""work_order_id"": ""WO-70019"", ""outcome"": ""CONFIRMED_FAULT"", ""opened_at"": ""2025-04-24T09:00:00Z"", ""station"": ""SIN"", ""cost_eur"": 3800, ""action"": ""Connector re-seated and locked""}"
WO:WO-70131,WorkOrder,"{""work_order_id"": ""WO-70131"", ""outcome"": ""CONFIRMED_FAULT"", ""opened_at"": ""2025-04-25T17:00:00Z"", ""station"": ""JFK"", ""cost_eur"": 3800, ""action"": ""Harness segment replaced""}"
WO:WO-70136,WorkOrder,"{""work_order_id"": ""WO-70136"", ""outcome"": ""CONFIRMED_FAULT"", ""opened_at"": ""2025-05-04T08:00:00Z"", ""station"": ""GRU"", ""cost_eur"": 0, ""action"": ""Harness segment replaced""}"
WO:WO-70008,WorkOrder,"{""work_order_id"": ""WO-70008"", ""outcome"": ""CONFIRMED_FAULT"", ""opened_at"": ""2025-05-06T01:00:00Z"", ""station"": ""MUC"", ""cost_eur"": 10000, ""action"": ""Functional test only, no defect found""}"
WO:WO-70041,WorkOrder,"{""work_order_id"": ""WO-70041"", ""outcome"": ""CONFIRMED_FAULT"", ""opened_at"": ""2025-05-08T19:00:00Z"", ""station"": ""FRA"", ""cost_eur"": 33800, ""action"": ""Component replaced""}"
WO:WO-70050,WorkOrder,"{""work_order_id"": ""WO-70050"", ""outcome"": ""NFF"", ""opened_at"": ""2025-05-13T21:00:00Z"", ""station"": ""JNB"", ""cost_eur"": 0, ""action"": ""Cleaning and lubrication""}"
WO:WO-70081,WorkOrder,"{""work_order_id"": ""WO-70081"", ""outcome"": ""CONFIRMED_FAULT"", ""opened_at"": ""2025-05-15T22:00:00Z"", ""station"": ""JFK"", ""cost_eur"": 0, ""action"": ""Cleaning and lubrication""}"
WO:WO-70043,WorkOrder,"{""work_order_id"": ""WO-70043"", ""outcome"": ""NFF"", ""opened_at"": ""2025-05-22T21:00:00Z"", ""station"": ""MUC"", ""cost_eur"": 0, ""action"": ""Component replaced""}"
WO:WO-70093,WorkOrder,"{""work_order_id"": ""WO-70093"", ""outcome"": ""CONFIRMED_FAULT"", ""opened_at"": ""2025-05-24T13:00:00Z"", ""station"": ""JNB"", ""cost_eur"": 13800, ""action"": ""Cleaning and lubrication""}"
WO:WO-70004,WorkOrder,"{""work_order_id"": ""WO-70004"", ""outcome"": ""CONFIRMED_FAULT"", ""opened_at"": ""2025-06-07T05:00:00Z"", ""station"": ""MUC"", ""cost_eur"": 3800, ""action"": ""Connector re-seated and locked""}"
WO:WO-70045,WorkOrder,"{""work_order_id"": ""WO-70045"", ""outcome"": ""CONFIRMED_FAULT"", ""opened_at"": ""2025-06-11T05:00:00Z"", ""station"": ""FRA"", ""cost_eur"": 13800, ""action"": ""Component replaced""}"
WO:WO-70110,WorkOrder,"{""work_order_id"": ""WO-70110"", ""outcome"": ""CONFIRMED_FAULT"", ""opened_at"": ""2025-06-20T12:00:00Z"", ""station"": ""GRU"", ""cost_eur"": 3800, ""action"": ""Component replaced""}"
WO:WO-70084,WorkOrder,"{""work_order_id"": ""WO-70084"", ""outcome"": ""CONFIRMED_FAULT"", ""opened_at"": ""2025-06-20T20:00:00Z"", ""station"": ""FRA"", ""cost_eur"": 33800, ""action"": ""Software reload""}"
WO:WO-70102,WorkOrder,"{""work_order_id"": ""WO-70102"", ""outcome"": ""CONFIRMED_FAULT"", ""opened_at"": ""2025-06-22T15:00:00Z"", ""station"": ""GRU"", ""cost_eur"": 13800, ""action"": ""Component replaced""}"
WO:WO-70120,WorkOrder,"{""work_order_id"": ""WO-70120"", ""outcome"": ""CONFIRMED_FAULT"", ""opened_at"": ""2025-06-24T14:00:00Z"", ""station"": ""SIN"", ""cost_eur"": 0, ""action"": ""Component replaced""}"
WO:WO-70029,WorkOrder,"{""work_order_id"": ""WO-70029"", ""outcome"": ""CONFIRMED_FAULT"", ""opened_at"": ""2025-06-29T19:00:00Z"", ""station"": ""FRA"", ""cost_eur"": 0, ""action"": ""Harness segment replaced""}"
WO:WO-70044,WorkOrder,"{""work_order_id"": ""WO-70044"", ""outcome"": ""CONFIRMED_FAULT"", ""opened_at"": ""2025-07-02T00:00:00Z"", ""station"": ""SIN"", ""cost_eur"": 23800, ""action"": ""Connector re-seated and locked""}"
WO:WO-70020,WorkOrder,"{""work_order_id"": ""WO-70020"", ""outcome"": ""CONFIRMED_FAULT"", ""opened_at"": ""2025-07-12T02:00:00Z"", ""station"": ""MUC"", ""cost_eur"": 23800, ""action"": ""Connector re-seated and locked""}"
WO:WO-70073,WorkOrder,"{""work_order_id"": ""WO-70073"", ""outcome"": ""CONFIRMED_FAULT"", ""opened_at"": ""2025-07-17T02:00:00Z"", ""station"": ""JFK"", ""cost_eur"": 0, ""action"": ""Harness segment replaced""}"
WO:WO-70127,WorkOrder,"{""work_order_id"": ""WO-70127"", ""outcome"": ""CONFIRMED_FAULT"", ""opened_at"": ""2025-07-22T10:00:00Z"", ""station"": ""SIN"", ""cost_eur"": 0, ""action"": ""Software reload""}"
WO:WO-70108,WorkOrder,"{""work_order_id"": ""WO-70108"", ""outcome"": ""CONFIRMED_FAULT"", ""opened_at"": ""2025-07-25T00:00:00Z"", ""station"": ""HND"", ""cost_eur"": 13800, ""action"": ""Cleaning and lubrication""}"
WO:WO-70113,WorkOrder,"{""work_order_id"": ""WO-70113"", ""outcome"": ""CONFIRMED_FAULT"", ""opened_at"": ""2025-07-26T20:00:00Z"", ""station"": ""HND"", ""cost_eur"": 23800, ""action"": ""Cleaning and lubrication""}"
WO:WO-70030,WorkOrder,"{""work_order_id"": ""WO-70030"", ""outcome"": ""NFF"", ""opened_at"": ""2025-07-26T22:00:00Z"", ""station"": ""HND"", ""cost_eur"": 5250, ""action"": ""Software reload""}"
WO:WO-70140,WorkOrder,"{""work_order_id"": ""WO-70140"", ""outcome"": ""CONFIRMED_FAULT"", ""opened_at"": ""2025-08-05T13:00:00Z"", ""station"": ""MUC"", ""cost_eur"": 3800, ""action"": ""Cleaning and lubrication""}"
WO:WO-70122,WorkOrder,"{""work_order_id"": ""WO-70122"", ""outcome"": ""CONFIRMED_FAULT"", ""opened_at"": ""2025-08-08T01:00:00Z"", ""station"": ""SIN"", ""cost_eur"": 3800, ""action"": ""Harness segment replaced""}"
WO:WO-70042,WorkOrder,"{""work_order_id"": ""WO-70042"", ""outcome"": ""CONFIRMED_FAULT"", ""opened_at"": ""2025-08-16T00:00:00Z"", ""station"": ""SIN"", ""cost_eur"": 0, ""action"": ""Cleaning and lubrication""}"
WO:WO-70098,WorkOrder,"{""work_order_id"": ""WO-70098"", ""outcome"": ""CONFIRMED_FAULT"", ""opened_at"": ""2025-08-20T04:00:00Z"", ""station"": ""MUC"", ""cost_eur"": 3800, ""action"": ""Functional test only, no defect found""}"
WO:WO-70085,WorkOrder,"{""work_order_id"": ""WO-70085"", ""outcome"": ""NFF"", ""opened_at"": ""2025-09-02T02:00:00Z"", ""station"": ""MUC"", ""cost_eur"": 5250, ""action"": ""Component replaced""}"
WO:WO-70017,WorkOrder,"{""work_order_id"": ""WO-70017"", ""outcome"": ""CONFIRMED_FAULT"", ""opened_at"": ""2025-09-04T00:00:00Z"", ""station"": ""JFK"", ""cost_eur"": 33800, ""action"": ""Functional test only, no defect found""}"
WO:WO-70006,WorkOrder,"{""work_order_id"": ""WO-70006"", ""outcome"": ""CONFIRMED_FAULT"", ""opened_at"": ""2025-09-08T10:00:00Z"", ""station"": ""HND"", ""cost_eur"": 0, ""action"": ""Harness segment replaced""}"
WO:WO-70104,WorkOrder,"{""work_order_id"": ""WO-70104"", ""outcome"": ""CONFIRMED_FAULT"", ""opened_at"": ""2025-09-18T13:00:00Z"", ""station"": ""JNB"", ""cost_eur"": 3800, ""action"": ""Component replaced""}"
WO:WO-70062,WorkOrder,"{""work_order_id"": ""WO-70062"", ""outcome"": ""CONFIRMED_FAULT"", ""opened_at"": ""2025-09-20T15:00:00Z"", ""station"": ""JFK"", ""cost_eur"": 20000, ""action"": ""Harness segment replaced""}"
WO:WO-70101,WorkOrder,"{""work_order_id"": ""WO-70101"", ""outcome"": ""CONFIRMED_FAULT"", ""opened_at"": ""2025-09-30T01:00:00Z"", ""station"": ""MUC"", ""cost_eur"": 33800, ""action"": ""Functional test only, no defect found""}"
WO:WO-70068,WorkOrder,"{""work_order_id"": ""WO-70068"", ""outcome"": ""CONFIRMED_FAULT"", ""opened_at"": ""2025-10-01T20:00:00Z"", ""station"": ""GRU"", ""cost_eur"": 3800, ""action"": ""Cleaning and lubrication""}"
WO:WO-70047,WorkOrder,"{""work_order_id"": ""WO-70047"", ""outcome"": ""CONFIRMED_FAULT"", ""opened_at"": ""2025-10-06T10:00:00Z"", ""station"": ""JFK"", ""cost_eur"": 3800, ""action"": ""Connector re-seated and locked""}"
WO:WO-70124,WorkOrder,"{""work_order_id"": ""WO-70124"", ""outcome"": ""NFF"", ""opened_at"": ""2025-10-08T11:00:00Z"", ""station"": ""JFK"", ""cost_eur"": 5250, ""action"": ""Connector re-seated and locked""}"
WO:WO-70088,WorkOrder,"{""work_order_id"": ""WO-70088"", ""outcome"": ""CONFIRMED_FAULT"", ""opened_at"": ""2025-10-22T23:00:00Z"", ""station"": ""FRA"", ""cost_eur"": 3800, ""action"": ""Functional test only, no defect found""}"
WO:WO-70036,WorkOrder,"{""work_order_id"": ""WO-70036"", ""outcome"": ""NFF"", ""opened_at"": ""2025-11-12T12:00:00Z"", ""station"": ""FRA"", ""cost_eur"": 15250, ""action"": ""Cleaning and lubrication""}"
WO:WO-70109,WorkOrder,"{""work_order_id"": ""WO-70109"", ""outcome"": ""CONFIRMED_FAULT"", ""opened_at"": ""2025-11-30T05:00:00Z"", ""station"": ""JNB"", ""cost_eur"": 3800, ""action"": ""Harness segment replaced""}"
WO:WO-70064,WorkOrder,"{""work_order_id"": ""WO-70064"", ""outcome"": ""CONFIRMED_FAULT"", ""opened_at"": ""2025-11-30T15:00:00Z"", ""station"": ""JNB"", ""cost_eur"": 10000, ""action"": ""Functional test only, no defect found""}"
WO:WO-70033,WorkOrder,"{""work_order_id"": ""WO-70033"", ""outcome"": ""CONFIRMED_FAULT"", ""opened_at"": ""2025-12-12T01:00:00Z"", ""station"": ""MUC"", ""cost_eur"": 3800, ""action"": ""Software reload""}"
WO:WO-70028,WorkOrder,"{""work_order_id"": ""WO-70028"", ""outcome"": ""CONFIRMED_FAULT"", ""opened_at"": ""2025-12-17T00:00:00Z"", ""station"": ""JNB"", ""cost_eur"": 3800, ""action"": ""Connector re-seated and locked""}"
WO:WO-70077,WorkOrder,"{""work_order_id"": ""WO-70077"", ""outcome"": ""CONFIRMED_FAULT"", ""opened_at"": ""2025-12-18T07:00:00Z"", ""station"": ""FRA"", ""cost_eur"": 3800, ""action"": ""Cleaning and lubrication""}"
WO:WO-70089,WorkOrder,"{""work_order_id"": ""WO-70089"", ""outcome"": ""CONFIRMED_FAULT"", ""opened_at"": ""2025-12-24T16:00:00Z"", ""station"": ""FRA"", ""cost_eur"": 3800, ""action"": ""Component replaced""}"
WO:WO-70094,WorkOrder,"{""work_order_id"": ""WO-70094"", ""outcome"": ""CONFIRMED_FAULT"", ""opened_at"": ""2025-12-30T08:00:00Z"", ""station"": ""SIN"", ""cost_eur"": 3800, ""action"": ""Harness segment replaced""}"
WO:WO-70082,WorkOrder,"{""work_order_id"": ""WO-70082"", ""outcome"": ""CONFIRMED_FAULT"", ""opened_at"": ""2026-01-04T17:00:00Z"", ""station"": ""FRA"", ""cost_eur"": 3800, ""action"": ""Cleaning and lubrication""}"
WO:WO-70014,WorkOrder,"{""work_order_id"": ""WO-70014"", ""outcome"": ""CONFIRMED_FAULT"", ""opened_at"": ""2026-01-10T22:00:00Z"", ""station"": ""SIN"", ""cost_eur"": 3800, ""action"": ""Harness segment replaced""}"
WO:WO-70038,WorkOrder,"{""work_order_id"": ""WO-70038"", ""outcome"": ""CONFIRMED_FAULT"", ""opened_at"": ""2026-01-25T02:00:00Z"", ""station"": ""GRU"", ""cost_eur"": 3800, ""action"": ""Harness segment replaced""}"
WO:WO-70023,WorkOrder,"{""work_order_id"": ""WO-70023"", ""outcome"": ""CONFIRMED_FAULT"", ""opened_at"": ""2026-02-02T02:00:00Z"", ""station"": ""SIN"", ""cost_eur"": 10000, ""action"": ""Component replaced""}"
WO:WO-70061,WorkOrder,"{""work_order_id"": ""WO-70061"", ""outcome"": ""CONFIRMED_FAULT"", ""opened_at"": ""2026-02-05T05:00:00Z"", ""station"": ""FRA"", ""cost_eur"": 3800, ""action"": ""Software reload""}"
WO:WO-70011,WorkOrder,"{""work_order_id"": ""WO-70011"", ""outcome"": ""CONFIRMED_FAULT"", ""opened_at"": ""2026-02-09T23:00:00Z"", ""station"": ""MUC"", ""cost_eur"": 33800, ""action"": ""Software reload""}"
WO:WO-70107,WorkOrder,"{""work_order_id"": ""WO-70107"", ""outcome"": ""NFF"", ""opened_at"": ""2026-02-23T08:00:00Z"", ""station"": ""JNB"", ""cost_eur"": 5250, ""action"": ""Cleaning and lubrication""}"
WO:WO-70060,WorkOrder,"{""work_order_id"": ""WO-70060"", ""outcome"": ""NFF"", ""opened_at"": ""2026-03-06T22:00:00Z"", ""station"": ""JNB"", ""cost_eur"": 35250, ""action"": ""Cleaning and lubrication""}"
WO:WO-70139,WorkOrder,"{""work_order_id"": ""WO-70139"", ""outcome"": ""CONFIRMED_FAULT"", ""opened_at"": ""2026-03-09T15:00:00Z"", ""station"": ""FRA"", ""cost_eur"": 0, ""action"": ""Harness segment replaced""}"
WO:WO-70049,WorkOrder,"{""work_order_id"": ""WO-70049"", ""outcome"": ""NFF"", ""opened_at"": ""2026-03-11T22:00:00Z"", ""station"": ""JFK"", ""cost_eur"": 20000, ""action"": ""Connector re-seated and locked""}"
WO:WO-70054,WorkOrder,"{""work_order_id"": ""WO-70054"", ""outcome"": ""CONFIRMED_FAULT"", ""opened_at"": ""2026-03-12T20:00:00Z"", ""station"": ""HND"", ""cost_eur"": 20000, ""action"": ""Cleaning and lubrication""}"
WO:WO-70075,WorkOrder,"{""work_order_id"": ""WO-70075"", ""outcome"": ""CONFIRMED_FAULT"", ""opened_at"": ""2026-03-16T04:00:00Z"", ""station"": ""HND"", ""cost_eur"": 33800, ""action"": ""Functional test only, no defect found""}"
WO:WO-70016,WorkOrder,"{""work_order_id"": ""WO-70016"", ""outcome"": ""CONFIRMED_FAULT"", ""opened_at"": ""2026-04-03T23:00:00Z"", ""station"": ""FRA"", ""cost_eur"": 23800, ""action"": ""Connector re-seated and locked""}"
WO:WO-70138,WorkOrder,"{""work_order_id"": ""WO-70138"", ""outcome"": ""CONFIRMED_FAULT"", ""opened_at"": ""2026-04-11T11:00:00Z"", ""station"": ""JNB"", ""cost_eur"": 3800, ""action"": ""Component replaced""}"
WO:WO-70076,WorkOrder,"{""work_order_id"": ""WO-70076"", ""outcome"": ""CONFIRMED_FAULT"", ""opened_at"": ""2026-04-16T22:00:00Z"", ""station"": ""JNB"", ""cost_eur"": 13800, ""action"": ""Cleaning and lubrication""}"
WO:WO-70126,WorkOrder,"{""work_order_id"": ""WO-70126"", ""outcome"": ""CONFIRMED_FAULT"", ""opened_at"": ""2026-04-20T21:00:00Z"", ""station"": ""JNB"", ""cost_eur"": 13800, ""action"": ""Software reload""}"
WO:WO-70053,WorkOrder,"{""work_order_id"": ""WO-70053"", ""outcome"": ""CONFIRMED_FAULT"", ""opened_at"": ""2026-04-24T05:00:00Z"", ""station"": ""SIN"", ""cost_eur"": 0, ""action"": ""Software reload""}"
WO:WO-70134,WorkOrder,"{""work_order_id"": ""WO-70134"", ""outcome"": ""CONFIRMED_FAULT"", ""opened_at"": ""2026-05-09T14:00:00Z"", ""station"": ""MUC"", ""cost_eur"": 33800, ""action"": ""Harness segment replaced""}"
WO:WO-70035,WorkOrder,"{""work_order_id"": ""WO-70035"", ""outcome"": ""CONFIRMED_FAULT"", ""opened_at"": ""2026-05-14T07:00:00Z"", ""station"": ""JFK"", ""cost_eur"": 0, ""action"": ""Connector re-seated and locked""}"
WO:WO-70080,WorkOrder,"{""work_order_id"": ""WO-70080"", ""outcome"": ""CONFIRMED_FAULT"", ""opened_at"": ""2026-05-18T20:00:00Z"", ""station"": ""HND"", ""cost_eur"": 20000, ""action"": ""Software reload""}"
WO:WO-70086,WorkOrder,"{""work_order_id"": ""WO-70086"", ""outcome"": ""CONFIRMED_FAULT"", ""opened_at"": ""2026-05-22T22:00:00Z"", ""station"": ""GRU"", ""cost_eur"": 13800, ""action"": ""Component replaced""}"
WO:WO-70070,WorkOrder,"{""work_order_id"": ""WO-70070"", ""outcome"": ""CONFIRMED_FAULT"", ""opened_at"": ""2026-05-28T13:00:00Z"", ""station"": ""SIN"", ""cost_eur"": 20000, ""action"": ""Harness segment replaced""}"
WO:WO-70114,WorkOrder,"{""work_order_id"": ""WO-70114"", ""outcome"": ""CONFIRMED_FAULT"", ""opened_at"": ""2026-05-31T13:00:00Z"", ""station"": ""JFK"", ""cost_eur"": 20000, ""action"": ""Component replaced""}"
WO:WO-70027,WorkOrder,"{""work_order_id"": ""WO-70027"", ""outcome"": ""NFF"", ""opened_at"": ""2026-06-03T15:00:00Z"", ""station"": ""FRA"", ""cost_eur"": 35250, ""action"": ""Connector re-seated and locked""}"
WO:WO-70069,WorkOrder,"{""work_order_id"": ""WO-70069"", ""outcome"": ""CONFIRMED_FAULT"", ""opened_at"": ""2026-06-08T00:00:00Z"", ""station"": ""FRA"", ""cost_eur"": 3800, ""action"": ""Connector re-seated and locked""}"
WO:WO-70128,WorkOrder,"{""work_order_id"": ""WO-70128"", ""outcome"": ""NFF"", ""opened_at"": ""2026-06-18T23:00:00Z"", ""station"": ""GRU"", ""cost_eur"": 25250, ""action"": ""Harness segment replaced""}"
WO:WO-70074,WorkOrder,"{""work_order_id"": ""WO-70074"", ""outcome"": ""CONFIRMED_FAULT"", ""opened_at"": ""2026-06-19T21:00:00Z"", ""station"": ""JFK"", ""cost_eur"": 3800, ""action"": ""Cleaning and lubrication""}"
WO:WO-70046,WorkOrder,"{""work_order_id"": ""WO-70046"", ""outcome"": ""CONFIRMED_FAULT"", ""opened_at"": ""2026-06-21T06:00:00Z"", ""station"": ""JNB"", ""cost_eur"": 3800, ""action"": ""Harness segment replaced""}"
WO:WO-70018,WorkOrder,"{""work_order_id"": ""WO-70018"", ""outcome"": ""NFF"", ""opened_at"": ""2026-06-30T07:00:00Z"", ""station"": ""JFK"", ""cost_eur"": 5250, ""action"": ""Functional test only, no defect found""}"
WO:WO-70112,WorkOrder,"{""work_order_id"": ""WO-70112"", ""outcome"": ""CONFIRMED_FAULT"", ""opened_at"": ""2026-07-07T12:00:00Z"", ""station"": ""FRA"", ""cost_eur"": 20000, ""action"": ""Connector re-seated and locked""}"
WO:WO-70056,WorkOrder,"{""work_order_id"": ""WO-70056"", ""outcome"": ""CONFIRMED_FAULT"", ""opened_at"": ""2026-07-15T10:00:00Z"", ""station"": ""JNB"", ""cost_eur"": 3800, ""action"": ""Component replaced""}"
