ts,seat_id,flight_id,can_error_count,actuator_current_a,scu_temp_c,vibration_index
2026-09-05T06:00:16Z,D-AXFB-1K,FD4018,0,2.387,34.57,0.391
2026-09-05T06:00:17Z,D-AXFB-1K,FD4018,1,2.44,35.13,0.358
2026-09-05T06:00:18Z,D-AXFB-1K,FD4018,0,2.538,34.84,0.383
2026-09-05T06:00:19Z,D-AXFB-1K,FD4018,0,2.309,34.67,0.345
2026-09-05T06:00:20Z,D-AXFB-1K,FD4018,1,2.264,35.62,0.358
2026-09-05T06:00:21Z,D-AXFB-1K,FD4018,0,2.346,34.6,0.274
2026-09-05T06:00:22Z,D-AXFB-1K,FD4018,1,2.436,33.84,0.342
2026-09-05T06:00:23Z,D-AXFB-1K,FD4018,0,2.422,34.06,0.339
2026-09-05T06:00:24Z,D-AXFB-1K,FD4018,0,2.365,34.26,0.354
2026-09-05T06:00:25Z,D-AXFB-1K,FD4018,1,2.337,35.11,0.315
2026-09-05T06:00:26Z,D-AXFB-1K,FD4018,0,2.455,35.8,0.387
2026-09-05T06:00:27Z,D-AXFB-1K,FD4018,0,2.414,34.41,0.334
2026-09-05T06:00:28Z,D-AXFB-1K,FD4018,0,2.451,34.64,0.347
2026-09-05T06:00:29Z,D-AXFB-1K,FD4018,0,2.427,34.66,0.352
2026-09-05T06:00:30Z,D-AXFB-1K,FD4018,0,2.407,35.67,0.339
2026-09-05T06:00:31Z,D-AXFB-1K,FD4018,0,2.329,34.8,0.363
2026-09-05T06:00:32Z,D-AXFB-1K,FD4018,1,2.249,34.48,0.39
2026-09-05T06:00:33Z,D-AXFB-1K,FD4018,1,2.252,34.4,0.324
2026-09-05T06:00:34Z,D-AXFB-1K,FD4018,0,2.329,34.14,0.362
2026-09-05T06:00:35Z,D-AXFB-1K,FD4018,0,2.526,34.74,0.368
2026-09-05T06:00:36Z,D-AXFB-1K,FD4018,0,2.414,35.41,0.394
2026-09-05T06:00:37Z,D-AXFB-1K,FD4018,0,2.389,33.74,0.298
2026-09-05T06:00:38Z,D-AXFB-1K,FD4018,0,2.38,34.35,0.361
2026-09-05T06:00:39Z,D-AXFB-1K,FD4018,0,2.56,35.31,0.338
2026-09-05T06:00:40Z,D-AXFB-1K,FD4018,0,2.433,34.87,0.382
2026-09-05T06:00:41Z,D-AXFB-1K,FD4018,0,2.469,35.35,0.341
2026-09-05T06:00:42Z,D-AXFB-1K,FD4018,0,2.202,35.07,0.343
2026-09-05T06:00:43Z,D-AXFB-1K,FD4018,1,2.44,35.09,0.337
2026-09-05T06:00:44Z,D-AXFB-1K,FD4018,1,2.328,35.22,0.352
2026-09-05T06:00:45Z,D-AXFB-1K,FD4018,1,2.451,34.05,0.402
2026-09-05T06:00:46Z,D-AXFB-1K,FD4018,1,2.473,34.67,0.471
2026-09-05T06:00:47Z,D-AXFB-1K,FD4018,0,2.371,34.16,0.457
2026-09-05T06:00:48Z,D-AXFB-1K,FD4018,0,2.39,34.06,0.412
2026-09-05T06:00:49Z,D-AXFB-1K,FD4018,1,2.452,34.62,0.346
2026-09-05T06:00:50Z,D-AXFB-1K,FD4018,0,2.432,35.4,0.358
2026-09-05T06:00:51Z,D-AXFB-1K,FD4018,0,2.432,35.01,0.425
2026-09-05T06:00:52Z,D-AXFB-1K,FD4018,0,2.396,35.1,0.4
2026-09-05T06:00:53Z,D-AXFB-1K,FD4018,0,2.472,33.84,0.362
2026-09-05T06:00:54Z,D-AXFB-1K,FD4018,1,2.445,34.78,0.33
2026-09-05T06:00:55Z,D-AXFB-1K,FD4018,1,2.353,34.59,0.331
2026-09-05T06:00:56Z,D-AXFB-1K,FD4018,0,2.507,33.98,0.403
2026-09-05T06:00:57Z,D-AXFB-1K,FD4018,0,2.276,34.62,0.286
2026-09-05T06:00:58Z,D-AXFB-1K,FD4018,2,2.337,34.9,0.347
2026-09-05T06:00:59Z,D-AXFB-1K,FD4018,0,2.495,34.88,0.269
2026-09-05T06:01:00Z,D-AXFB-1K,FD4018,0,2.317,38.68,0.954
2026-09-05T06:01:01Z,D-AXFB-1K,FD4018,0,2.369,38.09,0.995
2026-09-05T06:01:02Z,D-AXFB-1K,FD4018,0,2.365,38.2,0.993
2026-09-05T06:01:03Z,D-AXFB-1K,FD4018,0,2.278,38.7,1.048
2026-09-05T06:01:04Z,D-AXFB-1K,FD4018,1,2.471,37.97,0.94
2026-09-05T06:01:05Z,D-AXFB-1K,FD4018,0,2.386,38.76,0.939
2026-09-05T06:01:06Z,D-AXFB-1K,FD4018,1,2.404,38.74,0.911
2026-09-05T06:01:07Z,D-AXFB-1K,FD4018,1,2.42,38.1,1.002
2026-09-05T06:01:08Z,D-AXFB-1K,FD4018,1,2.524,37.32,1.016
2026-09-05T06:01:09Z,D-AXFB-1K,FD4018,1,2.55,37.85,1.04
2026-09-05T06:01:10Z,D-AXFB-1K,FD4018,51,2.566,37.79,0.983
2026-09-05T06:01:11Z,D-AXFB-1K,FD4018,0,2.452,37.91,0.975
2026-09-05T06:01:12Z,D-AXFB-1K,FD4018,1,2.365,37.09,0.947
2026-09-05T06:01:13Z,D-AXFB-1K,FD4018,0,2.205,38.9,1.006
2026-09-05T06:01:14Z,D-AXFB-1K,FD4018,0,2.459,38.27,0.966
2026-09-05T06:01:15Z,D-AXFB-1K,FD4018,1,2.433,38.02,1.045
2026-09-05T06:01:16Z,D-AXFB-1K,FD4018,1,2.412,37.76,0.986
2026-09-05T06:01:17Z,D-AXFB-1K,FD4018,0,2.424,38.31,1.044
2026-09-05T06:01:18Z,D-AXFB-1K,FD4018,1,2.466,39.15,1.086
2026-09-05T06:01:19Z,D-AXFB-1K,FD4018,1,2.291,37.18,0.989
2026-09-05T06:01:20Z,D-AXFB-1K,FD4018,1,2.488,37.29,0.968
2026-09-05T06:01:21Z,D-AXFB-1K,FD4018,24,2.428,38.33,0.984
2026-09-05T06:01:22Z,D-AXFB-1K,FD4018,0,2.283,38.71,0.963
2026-09-05T06:01:23Z,D-AXFB-1K,FD4018,1,2.226,39.08,0.991
2026-09-05T06:01:24Z,D-AXFB-1K,FD4018,0,2.471,37.78,1.025
2026-09-05T06:01:25Z,D-AXFB-1K,FD4018,1,2.293,38.52,1.009
2026-09-05T06:01:26Z,D-AXFB-1K,FD4018,0,2.249,37.7,1.016
2026-09-05T06:01:27Z,D-AXFB-1K,FD4018,0,2.395,38.96,1.002
2026-09-05T06:01:28Z,D-AXFB-1K,FD4018,1,2.393,39.04,0.961
2026-09-05T06:01:29Z,D-AXFB-1K,FD4018,0,2.593,38.06,1.021
2026-09-05T06:01:30Z,D-AXFB-1K,FD4018,22,2.289,38.36,0.974
2026-09-05T06:01:31Z,D-AXFB-1K,FD4018,1,2.326,37.91,1.012
2026-09-05T06:01:32Z,D-AXFB-1K,FD4018,0,2.352,38.45,1.006
2026-09-05T06:01:33Z,D-AXFB-1K,FD4018,1,2.444,37.88,1.027
2026-09-05T06:01:34Z,D-AXFB-1K,FD4018,1,2.311,38.49,1.001
2026-09-05T06:01:35Z,D-AXFB-1K,FD4018,0,2.457,38.09,0.949
2026-09-05T06:01:36Z,D-AXFB-1K,FD4018,0,2.328,37.93,0.992
2026-09-05T06:01:37Z,D-AXFB-1K,FD4018,1,2.614,38.63,1.0
2026-09-05T06:01:38Z,D-AXFB-1K,FD4018,0,2.435,37.67,1.032
2026-09-05T06:01:39Z,D-AXFB-1K,FD4018,1,2.226,37.97,0.963
2026-09-05T06:01:40Z,D-AXFB-1K,FD4018,1,2.288,38.23,1.046
2026-09-05T06:01:41Z,D-AXFB-1K,FD4018,0,2.22,36.98,1.042
2026-09-05T06:01:42Z,D-AXFB-1K,FD4018,1,2.548,38.46,0.998
2026-09-05T06:01:43Z,D-AXFB-1K,FD4018,1,2.567,38.34,1.033
2026-09-05T06:01:44Z,D-AXFB-1K,FD4018,2,2.469,37.48,1.014
2026-09-05T06:01:45Z,D-AXFB-1K,FD4018,1,2.608,37.82,1.051
2026-09-05T06:01:46Z,D-AXFB-1K,FD4018,0,2.458,38.26,0.971
2026-09-05T06:01:47Z,D-AXFB-1K,FD4018,0,2.266,37.85,0.986
2026-09-05T06:01:48Z,D-AXFB-1K,FD4018,1,2.219,37.47,0.949
2026-09-05T06:01:49Z,D-AXFB-1K,FD4018,35,2.443,38.29,0.955
2026-09-05T06:01:50Z,D-AXFB-1K,FD4018,1,2.398,38.06,0.947
2026-09-05T06:01:51Z,D-AXFB-1K,FD4018,63,2.292,39.06,0.948
2026-09-05T06:01:52Z,D-AXFB-1K,FD4018,2,2.316,37.55,0.977
2026-09-05T06:01:53Z,D-AXFB-1K,FD4018,1,2.531,38.72,1.008
2026-09-05T06:01:54Z,D-AXFB-1K,FD4018,48,2.284,37.87,1.036
2026-09-05T06:01:55Z,D-AXFB-1K,FD4018,1,2.431,38.19,0.97
2026-09-05T06:01:56Z,D-AXFB-1K,FD4018,0,2.531,38.3,1.005
2026-09-05T06:01:57Z,D-AXFB-1K,FD4018,65,2.321,37.8,0.92
2026-09-05T06:01:58Z,D-AXFB-1K,FD4018,63,2.329,38.11,1.035
2026-09-05T06:01:59Z,D-AXFB-1K,FD4018,1,2.385,38.09,1.003
2026-09-05T06:02:00Z,D-AXFB-1K,FD4018,1,2.32,37.74,1.009
2026-09-05T06:02:01Z,D-AXFB-1K,FD4018,0,2.439,37.67,0.984
2026-09-05T06:02:02Z,D-AXFB-1K,FD4018,0,2.322,37.98,1.077
2026-09-05T06:02:03Z,D-AXFB-1K,FD4018,0,2.29,37.41,0.977
2026-09-05T06:02:04Z,D-AXFB-1K,FD4018,1,2.429,38.01,1.036
2026-09-05T06:02:05Z,D-AXFB-1K,FD4018,1,2.488,37.97,1.017
2026-09-05T06:02:06Z,D-AXFB-1K,FD4018,0,2.264,38.46,1.016
2026-09-05T06:02:07Z,D-AXFB-1K,FD4018,0,2.562,37.43,0.987
2026-09-05T06:02:08Z,D-AXFB-1K,FD4018,1,2.581,37.62,0.987
2026-09-05T06:02:09Z,D-AXFB-1K,FD4018,1,2.33,38.17,0.991
2026-09-05T06:02:10Z,D-AXFB-1K,FD4018,1,2.338,38.45,1.019
2026-09-05T06:02:11Z,D-AXFB-1K,FD4018,1,2.464,38.09,0.963
2026-09-05T06:02:12Z,D-AXFB-1K,FD4018,0,2.295,38.31,1.018
2026-09-05T06:02:13Z,D-AXFB-1K,FD4018,1,2.443,37.63,0.986
2026-09-05T06:02:14Z,D-AXFB-1K,FD4018,0,2.397,37.26,0.975
2026-09-05T06:02:15Z,D-AXFB-1K,FD4018,1,2.355,37.88,0.977
2026-09-05T06:02:16Z,D-AXFB-1K,FD4018,30,2.515,37.55,1.001
2026-09-05T06:02:17Z,D-AXFB-1K,FD4018,0,2.429,36.19,1.056
2026-09-05T06:02:18Z,D-AXFB-1K,FD4018,1,2.48,37.34,1.021
2026-09-05T06:02:19Z,D-AXFB-1K,FD4018,1,2.385,37.57,0.96
2026-09-05T06:02:20Z,D-AXFB-1K,FD4018,1,2.294,38.25,0.958
2026-09-05T06:02:21Z,D-AXFB-1K,FD4018,2,2.464,37.42,0.983
2026-09-05T06:02:22Z,D-AXFB-1K,FD4018,0,2.527,38.24,0.891
2026-09-05T06:02:23Z,D-AXFB-1K,FD4018,0,2.428,38.3,1.049
2026-09-05T06:02:24Z,D-AXFB-1K,FD4018,47,2.344,37.82,1.014
2026-09-05T06:02:25Z,D-AXFB-1K,FD4018,0,2.472,38.62,1.06
2026-09-05T06:02:26Z,D-AXFB-1K,FD4018,0,2.324,38.2,0.968
2026-09-05T06:02:27Z,D-AXFB-1K,FD4018,0,2.391,37.73,1.068
2026-09-05T06:02:28Z,D-AXFB-1K,FD4018,1,2.557,37.41,0.99
2026-09-05T06:02:29Z,D-AXFB-1K,FD4018,0,2.414,38.55,0.988
2026-09-05T06:02:30Z,D-AXFB-1K,FD4018,1,2.431,38.54,0.968
2026-09-05T06:02:31Z,D-AXFB-1K,FD4018,47,2.416,38.57,1.035
2026-09-05T06:02:32Z,D-AXFB-1K,FD4018,0,2.333,37.68,1.01
2026-09-05T06:02:33Z,D-AXFB-1K,FD4018,1,2.348,37.84,1.011
2026-09-05T06:02:34Z,D-AXFB-1K,FD4018,1,2.186,38.47,1.024
2026-09-05T06:02:35Z,D-AXFB-1K,FD4018,48,2.307,37.17,0.996
2026-09-05T06:02:36Z,D-AXFB-1K,FD4018,1,2.409,38.18,0.966
2026-09-05T06:02:37Z,D-AXFB-1K,FD4018,1,2.326,37.48,1.085
2026-09-05T06:02:38Z,D-AXFB-1K,FD4018,1,2.525,36.93,0.951
2026-09-05T06:02:39Z,D-AXFB-1K,FD4018,29,2.595,38.71,1.008
2026-09-05T06:02:40Z,D-AXFB-1K,FD4018,0,2.375,38.35,0.965
2026-09-05T06:02:41Z,D-AXFB-1K,FD4018,1,2.459,37.78,0.915
2026-09-05T06:02:42Z,D-AXFB-1K,FD4018,0,2.59,38.45,1.065
2026-09-05T06:02:43Z,D-AXFB-1K,FD4018,0,2.47,37.99,0.949
2026-09-05T06:02:44Z,D-AXFB-1K,FD4018,0,2.482,37.99,1.009
2026-09-05T06:02:45Z,D-AXFB-1K,FD4018,0,2.33,38.31,1.017
2026-09-05T06:02:46Z,D-AXFB-1K,FD4018,69,2.418,37.35,0.998
2026-09-05T06:02:47Z,D-AXFB-1K,FD4018,0,2.38,38.21,0.971
2026-09-05T06:02:48Z,D-AXFB-1K,FD4018,2,2.366,37.84,1.089
2026-09-05T06:02:49Z,D-AXFB-1K,FD4018,0,2.431,38.84,1.016
2026-09-05T06:02:50Z,D-AXFB-1K,FD4018,1,2.336,38.55,0.979
2026-09-05T06:02:51Z,D-AXFB-1K,FD4018,0,2.388,38.23,1.037
2026-09-05T06:02:52Z,D-AXFB-1K,FD4018,1,2.29,38.05,1.008
2026-09-05T06:02:53Z,D-AXFB-1K,FD4018,0,2.261,37.7,1.069
2026-09-05T06:02:54Z,D-AXFB-1K,FD4018,1,2.478,38.19,1.033
2026-09-05T06:02:55Z,D-AXFB-1K,FD4018,0,2.328,37.48,1.022
2026-09-05T06:02:56Z,D-AXFB-1K,FD4018,1,2.38,38.27,0.996
2026-09-05T06:02:57Z,D-AXFB-1K,FD4018,0,2.459,36.99,0.984
2026-09-05T06:02:58Z,D-AXFB-1K,FD4018,0,2.414,37.6,1.009
2026-09-05T06:02:59Z,D-AXFB-1K,FD4018,1,2.37,37.97,0.924
2026-09-05T06:03:00Z,D-AXFB-1K,FD4018,0,2.237,34.77,0.414
2026-09-05T06:03:01Z,D-AXFB-1K,FD4018,1,2.411,34.44,0.336
2026-09-05T06:03:02Z,D-AXFB-1K,FD4018,0,2.258,34.24,0.333
2026-09-05T06:03:03Z,D-AXFB-1K,FD4018,1,2.304,35.13,0.34
2026-09-05T06:03:04Z,D-AXFB-1K,FD4018,0,2.463,34.34,0.341
2026-09-05T06:03:05Z,D-AXFB-1K,FD4018,0,2.439,34.63,0.282
2026-09-05T06:03:06Z,D-AXFB-1K,FD4018,0,2.313,35.36,0.338
2026-09-05T06:03:07Z,D-AXFB-1K,FD4018,2,2.534,34.06,0.402
2026-09-05T06:03:08Z,D-AXFB-1K,FD4018,1,2.272,34.64,0.363
2026-09-05T06:03:09Z,D-AXFB-1K,FD4018,0,2.449,35.21,0.297
2026-09-05T06:03:10Z,D-AXFB-1K,FD4018,1,2.383,34.71,0.344
2026-09-05T06:03:11Z,D-AXFB-1K,FD4018,0,2.259,35.22,0.373
2026-09-05T06:03:12Z,D-AXFB-1K,FD4018,1,2.538,35.76,0.397
2026-09-05T06:03:13Z,D-AXFB-1K,FD4018,0,2.403,34.27,0.328
2026-09-05T06:03:14Z,D-AXFB-1K,FD4018,0,2.408,34.88,0.421
2026-09-05T06:03:15Z,D-AXFB-1K,FD4018,0,2.313,35.18,0.389
2026-09-05T06:03:16Z,D-AXFB-1K,FD4018,0,2.399,35.36,0.359
2026-09-05T06:03:17Z,D-AXFB-1K,FD4018,0,2.373,34.69,0.415
2026-09-05T06:03:18Z,D-AXFB-1K,FD4018,0,2.474,33.67,0.404
2026-09-05T06:03:19Z,D-AXFB-1K,FD4018,0,2.304,35.7,0.329
2026-09-05T06:03:20Z,D-AXFB-1K,FD4018,1,2.529,35.62,0.283
2026-09-05T06:03:21Z,D-AXFB-1K,FD4018,1,2.461,34.68,0.384
2026-09-05T06:03:22Z,D-AXFB-1K,FD4018,0,2.378,35.53,0.33
2026-09-05T06:03:23Z,D-AXFB-1K,FD4018,0,2.58,35.4,0.392
2026-09-05T06:03:24Z,D-AXFB-1K,FD4018,0,2.425,34.03,0.342
2026-09-05T06:03:25Z,D-AXFB-1K,FD4018,1,2.197,34.82,0.35
2026-09-05T06:03:26Z,D-AXFB-1K,FD4018,0,2.469,33.63,0.4
2026-09-05T06:03:27Z,D-AXFB-1K,FD4018,1,2.48,35.12,0.321
2026-09-05T06:03:28Z,D-AXFB-1K,FD4018,0,2.31,34.21,0.421
2026-09-05T06:03:29Z,D-AXFB-1K,FD4018,0,2.487,34.39,0.388
2026-09-05T06:03:30Z,D-AXFB-1K,FD4018,0,2.4,34.3,0.338
2026-09-05T06:03:31Z,D-AXFB-1K,FD4018,0,2.342,34.05,0.332
2026-09-05T06:03:32Z,D-AXFB-1K,FD4018,0,2.415,35.18,0.314
2026-09-05T06:03:33Z,D-AXFB-1K,FD4018,0,2.318,34.98,0.375
2026-09-05T06:03:34Z,D-AXFB-1K,FD4018,0,2.507,35.44,0.389
2026-09-05T06:03:35Z,D-AXFB-1K,FD4018,1,2.263,35.36,0.303
2026-09-05T06:03:36Z,D-AXFB-1K,FD4018,1,2.494,33.43,0.319
2026-09-05T06:03:37Z,D-AXFB-1K,FD4018,0,2.315,33.99,0.428
2026-09-05T06:03:38Z,D-AXFB-1K,FD4018,0,2.518,34.51,0.33
2026-09-05T06:03:39Z,D-AXFB-1K,FD4018,0,2.429,34.88,0.347
2026-09-05T06:03:40Z,D-AXFB-1K,FD4018,0,2.464,35.37,0.286
2026-09-05T06:03:41Z,D-AXFB-1K,FD4018,0,2.433,34.66,0.391
2026-09-05T06:03:42Z,D-AXFB-1K,FD4018,0,2.348,34.16,0.36
2026-09-05T06:03:43Z,D-AXFB-1K,FD4018,0,2.35,35.06,0.408
2026-09-05T06:03:44Z,D-AXFB-1K,FD4018,0,2.358,35.03,0.34
2026-09-05T06:03:45Z,D-AXFB-1K,FD4018,1,2.425,33.72,0.33
2026-09-05T06:03:46Z,D-AXFB-1K,FD4018,1,2.417,35.77,0.353
2026-09-05T06:03:47Z,D-AXFB-1K,FD4018,1,2.379,34.58,0.382
2026-09-05T06:03:48Z,D-AXFB-1K,FD4018,0,2.427,34.62,0.354
2026-09-05T06:03:49Z,D-AXFB-1K,FD4018,0,2.216,34.85,0.346
2026-09-05T06:03:50Z,D-AXFB-1K,FD4018,0,2.246,33.74,0.308
2026-09-05T06:03:51Z,D-AXFB-1K,FD4018,0,2.357,35.12,0.385
2026-09-05T06:03:52Z,D-AXFB-1K,FD4018,0,2.507,34.93,0.361
2026-09-05T06:03:53Z,D-AXFB-1K,FD4018,1,2.266,35.16,0.326
2026-09-05T06:03:54Z,D-AXFB-1K,FD4018,0,2.462,35.11,0.318
2026-09-05T06:03:55Z,D-AXFB-1K,FD4018,1,2.408,34.97,0.356
2026-09-05T06:03:56Z,D-AXFB-1K,FD4018,1,2.288,34.89,0.37
2026-09-05T06:03:57Z,D-AXFB-1K,FD4018,1,2.387,34.93,0.412
2026-09-05T06:03:58Z,D-AXFB-1K,FD4018,0,2.435,34.08,0.292
2026-09-05T06:03:59Z,D-AXFB-1K,FD4018,0,2.195,34.68,0.337
2026-09-05T06:04:00Z,D-AXFB-1K,FD4018,0,2.538,34.92,0.356
2026-09-05T06:04:01Z,D-AXFB-1K,FD4018,0,2.345,35.22,0.337
2026-09-05T06:04:02Z,D-AXFB-1K,FD4018,0,2.337,34.57,0.333
2026-09-05T06:04:03Z,D-AXFB-1K,FD4018,1,2.244,35.3,0.258
2026-09-05T06:04:04Z,D-AXFB-1K,FD4018,1,2.29,34.18,0.314
2026-09-05T06:04:05Z,D-AXFB-1K,FD4018,0,2.309,34.47,0.319
2026-09-05T06:04:06Z,D-AXFB-1K,FD4018,0,2.245,34.11,0.343
2026-09-05T06:04:07Z,D-AXFB-1K,FD4018,0,2.343,35.09,0.269
2026-09-05T06:04:08Z,D-AXFB-1K,FD4018,0,2.267,34.26,0.35
2026-09-05T06:04:09Z,D-AXFB-1K,FD4018,0,2.475,36.34,0.375
2026-09-05T06:04:10Z,D-AXFB-1K,FD4018,0,2.462,35.32,0.361
2026-09-05T06:04:11Z,D-AXFB-1K,FD4018,0,2.474,35.1,0.276
2026-09-05T06:04:12Z,D-AXFB-1K,FD4018,1,2.314,34.03,0.33
2026-09-05T06:04:13Z,D-AXFB-1K,FD4018,0,2.46,35.27,0.295
2026-09-05T06:04:14Z,D-AXFB-1K,FD4018,0,2.506,35.01,0.318
2026-09-05T06:04:15Z,D-AXFB-1K,FD4018,0,2.352,34.85,0.376
2026-09-05T06:04:16Z,D-AXFB-1K,FD4018,1,2.495,34.85,0.317
2026-09-05T06:04:17Z,D-AXFB-1K,FD4018,1,2.343,34.61,0.34
2026-09-05T06:04:18Z,D-AXFB-1K,FD4018,0,2.431,34.7,0.314
2026-09-05T06:04:19Z,D-AXFB-1K,FD4018,0,2.282,35.71,0.36
2026-09-05T06:04:20Z,D-AXFB-1K,FD4018,0,2.353,34.07,0.354
2026-09-05T06:04:21Z,D-AXFB-1K,FD4018,0,2.534,34.57,0.344
2026-09-05T06:04:22Z,D-AXFB-1K,FD4018,1,2.464,34.88,0.383
2026-09-05T06:04:23Z,D-AXFB-1K,FD4018,0,2.359,34.53,0.336
2026-09-05T06:04:24Z,D-AXFB-1K,FD4018,1,2.326,34.51,0.343
2026-09-05T06:04:25Z,D-AXFB-1K,FD4018,0,2.442,34.85,0.37
2026-09-05T06:04:26Z,D-AXFB-1K,FD4018,0,2.444,34.28,0.395
2026-09-05T06:04:27Z,D-AXFB-1K,FD4018,0,2.513,34.16,0.358
2026-09-05T06:04:28Z,D-AXFB-1K,FD4018,1,2.281,34.33,0.355
2026-09-05T06:04:29Z,D-AXFB-1K,FD4018,0,2.387,34.64,0.339
2026-09-05T06:04:30Z,D-AXFB-1K,FD4018,0,2.464,35.19,0.45
2026-09-05T06:04:31Z,D-AXFB-1K,FD4018,0,2.389,34.28,0.377
2026-09-05T06:04:32Z,D-AXFB-1K,FD4018,0,2.382,35.05,0.199
2026-09-05T06:04:33Z,D-AXFB-1K,FD4018,0,2.509,34.44,0.369
2026-09-05T06:04:34Z,D-AXFB-1K,FD4018,1,2.492,34.46,0.285
2026-09-05T06:04:35Z,D-AXFB-1K,FD4018,0,2.423,34.47,0.297
2026-09-05T06:04:36Z,D-AXFB-1K,FD4018,0,2.278,35.02,0.29
2026-09-05T06:04:37Z,D-AXFB-1K,FD4018,0,2.387,35.11,0.406
2026-09-05T06:04:38Z,D-AXFB-1K,FD4018,0,2.452,34.67,0.363
2026-09-05T06:04:39Z,D-AXFB-1K,FD4018,0,2.352,34.97,0.351
2026-09-05T06:04:40Z,D-AXFB-1K,FD4018,1,2.542,34.07,0.348
2026-09-05T06:04:41Z,D-AXFB-1K,FD4018,0,2.342,34.27,0.32
2026-09-05T06:04:42Z,D-AXFB-1K,FD4018,0,2.389,34.29,0.377
2026-09-05T06:04:43Z,D-AXFB-1K,FD4018,0,2.346,35.01,0.327
2026-09-05T06:04:44Z,D-AXFB-1K,FD4018,0,2.297,33.49,0.343
2026-09-05T06:04:45Z,D-AXFB-1K,FD4018,1,2.523,35.16,0.295
2026-09-05T06:04:46Z,D-AXFB-1K,FD4018,0,2.413,34.92,0.308
2026-09-05T06:04:47Z,D-AXFB-1K,FD4018,0,2.426,34.3,0.427
2026-09-05T06:04:48Z,D-AXFB-1K,FD4018,1,2.393,35.58,0.397
2026-09-05T06:04:49Z,D-AXFB-1K,FD4018,0,2.38,33.87,0.386
2026-09-05T06:04:50Z,D-AXFB-1K,FD4018,0,2.444,34.68,0.416
2026-09-05T06:04:51Z,D-AXFB-1K,FD4018,0,2.441,34.97,0.373
2026-09-05T06:04:52Z,D-AXFB-1K,FD4018,0,2.361,34.58,0.272
2026-09-05T06:04:53Z,D-AXFB-1K,FD4018,1,2.33,34.36,0.346
2026-09-05T06:04:54Z,D-AXFB-1K,FD4018,1,2.353,35.41,0.323
2026-09-05T06:04:55Z,D-AXFB-1K,FD4018,1,2.307,35.21,0.279
2026-09-05T06:04:56Z,D-AXFB-1K,FD4018,0,2.403,34.57,0.418
2026-09-05T06:04:57Z,D-AXFB-1K,FD4018,0,2.307,34.62,0.392
2026-09-05T06:04:58Z,D-AXFB-1K,FD4018,0,2.303,35.81,0.259
2026-09-05T06:04:59Z,D-AXFB-1K,FD4018,0,2.404,36.84,0.443
2026-09-05T06:05:00Z,D-AXFB-1K,FD4018,0,2.519,34.45,0.365
2026-09-05T06:05:01Z,D-AXFB-1K,FD4018,0,2.319,34.67,0.345
2026-09-05T06:05:02Z,D-AXFB-1K,FD4018,0,2.397,35.68,0.356
2026-09-05T06:05:03Z,D-AXFB-1K,FD4018,0,2.573,34.58,0.37
2026-09-05T06:05:04Z,D-AXFB-1K,FD4018,1,2.37,35.12,0.356
2026-09-05T06:05:05Z,D-AXFB-1K,FD4018,0,2.448,35.02,0.334
2026-09-05T06:05:06Z,D-AXFB-1K,FD4018,1,2.337,34.35,0.32
2026-09-05T06:05:07Z,D-AXFB-1K,FD4018,0,2.324,34.87,0.342
2026-09-05T06:05:08Z,D-AXFB-1K,FD4018,0,2.285,35.55,0.344
2026-09-05T06:05:09Z,D-AXFB-1K,FD4018,1,2.208,35.61,0.279
2026-09-05T06:05:10Z,D-AXFB-1K,FD4018,0,2.44,34.68,0.394
2026-09-05T06:05:11Z,D-AXFB-1K,FD4018,0,2.668,35.27,0.342
2026-09-05T06:05:12Z,D-AXFB-1K,FD4018,1,2.446,34.64,0.319
2026-09-05T06:05:13Z,D-AXFB-1K,FD4018,0,2.413,34.56,0.342
2026-09-05T06:05:14Z,D-AXFB-1K,FD4018,0,2.438,35.53,0.385
2026-09-05T06:05:15Z,D-AXFB-1K,FD4018,0,2.413,34.34,0.398
2026-09-05T06:05:16Z,D-AXFB-1K,FD4018,1,2.421,35.34,0.419
2026-09-05T06:05:17Z,D-AXFB-1K,FD4018,0,2.583,35.04,0.358
2026-09-05T06:05:18Z,D-AXFB-1K,FD4018,0,2.3,33.96,0.29
2026-09-05T06:05:19Z,D-AXFB-1K,FD4018,0,2.417,34.44,0.398
2026-09-05T06:05:20Z,D-AXFB-1K,FD4018,0,2.321,34.59,0.362
2026-09-05T06:05:21Z,D-AXFB-1K,FD4018,1,2.232,34.96,0.353
2026-09-05T06:05:22Z,D-AXFB-1K,FD4018,0,2.407,35.07,0.343
2026-09-05T06:05:23Z,D-AXFB-1K,FD4018,0,2.337,34.72,0.327
2026-09-05T06:05:24Z,D-AXFB-1K,FD4018,0,2.444,34.47,0.313
2026-09-05T06:05:25Z,D-AXFB-1K,FD4018,0,2.505,35.43,0.348
2026-09-05T06:05:26Z,D-AXFB-1K,FD4018,0,2.405,35.47,0.423
2026-09-05T06:05:27Z,D-AXFB-1K,FD4018,2,2.431,34.71,0.34
2026-09-05T06:05:28Z,D-AXFB-1K,FD4018,1,2.377,34.79,0.381
2026-09-05T06:05:29Z,D-AXFB-1K,FD4018,0,2.318,33.93,0.363
2026-09-05T06:05:30Z,D-AXFB-1K,FD4018,0,2.384,34.1,0.355
2026-09-05T06:05:31Z,D-AXFB-1K,FD4018,0,2.475,34.72,0.349
2026-09-05T06:05:32Z,D-AXFB-1K,FD4018,1,2.406,35.79,0.32
